Date,Rating,User,Review
"September 17, 2019",3,Beth S," It's not a bad app, but not being able to cast a livestream from the app but when you can cast everything else is a major let down. Especially when a lot of the Bravo shows are not available on demand."
"September 26, 2019",1,Lucia Williams," Still can't cast live tv. I don't understand why not? Tvnz can. This app just sits on my phone, unused until I decide to check it again and what do you know, still can't cast."
"October 3, 2019",1,Jacinta Hopkins, Videos stop and buffer or load every few minutes which makes watching tv almost impossible. We have fast internet speeds so its definitely the app. It would be infinitely better if you could select the playback resolution without so it wouldn't constantly stop video playback to reload HD.
"October 10, 2019",1,Kurt Trali," You can't actually complete account creation within the app. The sign up button remains dulled out and unresponsive. Tried: different names, password, year of birth, gender, adding the optional post code, and lastly force restarting the app and doing the above all over."
"October 2, 2019",1,Grace Wells," Glitches, stops working and restarts the episode so many times. I just want to watch MAFS but after 2 mins of watching it disconnects from my chrome cast and goes back to the beginning of the ep and I have to watch all the ads again. Not happy"
"September 8, 2019",1,nz22154," Absolutely terrible app, so frustrating. Fibre broadband and it buffers every second due to some issue which I have heard others also have. Fix it, this isn't acceptable in 2019!"
"September 16, 2019",1,Daniel Gibbs, I could get this channel with no problems before then when to update the app I can't get into open it keeps on saying try tap again but still won't allow me to get info it to watch anything im missing some of my programme's I have missed not happy
"October 4, 2019",1,Anne Kjaer," Plays 5 minutes, buffers 2 minutes. Often it stops in the middle of a show and starts from the beginning. No problems when using youtube or nztv on demand. Have given up watching threeNow."
"September 25, 2019",1,Kotuku Kaihau," App downloads but keeps saying retry when I try to use it, have deleted it and retried several times to install in the hope that one day it might actually be fixed, no stars would be more appropriate."
"September 5, 2019",2,Cary Hubert," Was a great app then all of a sudden it stopped allowing live tv to be cast to chromecast with the app shutting down as soon as you press play on the Channel you select, rest works fine.."
"November 10, 2019",2,Amy Stoner, I not to impressed ever since the update watching a movie or program is just impossible to watch cause it won't load properly when I click on the movie or program 😠😠😠
"September 8, 2019",3,Calem Bryan," Apps good, except for the fact you cant chromecast live tv, you guys need to sort this out and quick as it's a massive let down for the app!"
"September 11, 2019",1,Huatahi Rahi," I actually give 0 stars. Why have a cast button if you can't cast anything? Might as well go back to TVNZ On demand, atleast it'll cast when you press the cast button."
"November 5, 2019",1,rene michele nairn, Can't even log onto the app. Tap an retry. Does not work.
"October 5, 2019",5,raykz, Ti isna very good app i don't see why people say that is is all glitchy and saying that they have fibre why is this happening well maybe if you weren't using a potato as a phone it would work fine not just some 4 or 5 year old phone that can barely run google
"November 5, 2019",1,Gayle Henderson, Used to be able to watch threenow until I HAD to install their stupid app. Now I cannot get it to even open on my tablet so they have lost a veiwer. Totally useless
"September 9, 2019",2,Ashleigh Crighton, Live doesn't work. We didn't have our TV aerial so downloaded this for live TV and doesn't even work. Tried for 3 days now.
"October 6, 2019",5,Paul Geraghty," It great , but the last update every time try to watch a show it says playback error has been going on for about a week"
"October 9, 2019",1,Tonilee Hall, Why can't we cast live TV? It's really stupid that you can't. Also wondering why the app isn't available on PlayStation?
"September 15, 2019",2,T Houia, Good programs to watch. Glitchy. Constantly cutting out. Takes nearly 2 hours to watch a one hour show. Really poor platform.
"September 20, 2019",1,kiwiboysl, One of the worst apps on the Google play store. Do not download as you will spend hours trying to watch a simple show. It's easier to pirate the show than to use this.
"September 10, 2019",1,Sara Irving, Terrible app constantly buffering and takes twice as long to watch a show. Have no problems with TVNZ or Netflix so know that it's the app and not a network issue.
"September 30, 2019",2,Elisabeth Hince, App buffers a lot and doesn't compare well to other streaming apps. Quite frustrating no matter what device I use.
"September 17, 2019",3,Shane Hanson, Crashes when trying to cast live TV. Other shows are fine. Regretfully all I want is the news! Samsung J5.
"September 12, 2019",1,godj007, Bad. Samsung S8 from spark. Says it jail broken when it is NOT. So it won't work.
"September 26, 2019",1,Zumba with Hanna, Too slow/clunky! Often cuts out during the show. Then makes me watch more ads when I reload. Shame cause the content is good
"September 25, 2019",1,April Aranui, Bad experience still with this app can't get it working just keeps saying error with reaching you app I've tried to redownload the app and wait a day or two but still nothing just keeps saying cannot load playback
"September 14, 2019",1,Courtenay S," This app is garbage. Its slow, laggy and the videos are constanly buffering (and we have fibre internet for gods sake)."
"September 16, 2019",1,Fred Hickey, App cannot cast from mobile. Constant crashes and will never work. Fairly useless. No other app including TVNZ and Netflix function perfectly
"November 10, 2019",1,Janelle Keighley, I bought my phone from Harvey Norman yet this app insists it's a jailbroken device. It's not. This app will not work whatsoever
"September 16, 2019",2,Kerri Tamainu, Most annoying of all my TV apps. Can't chrome cast live TV but I can with TVNZ on demand.
"September 14, 2019",1,Angela anderson, Every time I download this app it won't let me do anything other than tap to retry.
"September 24, 2019",1,Chris Maguire, Crashes every time I try to launch Live TV via Chromecast. Other streaming apps work fine with Chromecast
"September 9, 2019",1,Johnny J," Glitchy on all programs even with a fibre connection. Audio is great while video lags continuously, how painful."
"September 23, 2019",1,John Hunter, Useless. Can't use live streaming tv on Chromecast. App just crashes.
"October 5, 2019",1,adam mccutcheon, Buggy. Can't rewind or skip forward. Does not accurately pick up where playback finished
"September 16, 2019",1,Jason Banks, Every time I try to stream live tv to Chromecast app stops and closes down.
"September 17, 2019",1,dean john, This is the worst tv on line app there is it won't cast live tv I could go on about it's many problems but ive got better things to do
"September 23, 2019",1,Alex Chong," constantly freezes, updates haven't improved, even with Chromecast has same issues"
"September 27, 2019",1,Ella Nordstrand, Casting on chrome cast doesn't work with this app.. Its glitchy.
"October 2, 2019",1,Grant Nelson, Cant get this app on smart tv .have to go through the phone and cast it to the tv
"October 28, 2019",5,Peter Campbell," It can mirror with be my phone with no problems, thanks ThreeNow."
"September 23, 2019",2,Amanda Bell, So frustrating that it freezes all the time!
"September 8, 2019",1,Steve Madgwick, Cannot cast live to chromecast. Very frustrating
"September 8, 2019",1,John Herbeck, Can't cast live TV. Massive piss-around.
"September 24, 2019",1,catherine clarke, Doesn't work with chromecast.. always crashes on phone
"September 18, 2019",1,Jason Lewis," Terrible. Mediaworks you're a big organisation this is shameful. The TV1 app casts in a few seconds, yours doesn't work, locks up etc. What a joke."
"September 27, 2019",1,Jon O'Brien, Don't bother - continually crashes.
"September 29, 2019",5,Tyler Green," Really surprised how well this app worked, works absolutely fine on my OnePlus 5T."
"September 8, 2019",1,Lorraine Sugrue, Stops all the time. Can't chromecast
"September 24, 2019",1,Moses," Terrible. My device - Huawei Y520 - is not a suitable device. I did however try, you guessed it. Try again.... My wife‘s device, S4 mini is suitable, same result."
"October 17, 2019",1,Natalie Adams, Not working on Samsung j7 pro all of a sudden gutted
"August 20, 2019",1,Zeta Cook," You can't stream live TV on the chrome cast, the help section is a waste of time as this it not an option and there is now wher to contact the app developer or help staff about your issue. The app is also not on PS4, so guess I'm not watching again. Really disappointed that these haven't been resolv...Full ReviewYou can't stream live TV on the chrome cast, the help section is a waste of time as this it not an option and there is now wher to contact the app developer or help staff about your issue. The app is also not on PS4, so guess I'm not watching again. Really disappointed that these haven't been resolved yet."
"October 8, 2019",1,Nick Hooper, Useless to cast with better to just use a laptop
"September 1, 2019",1,Genna Rawlinson," Awful app. I have problems with every single program I try to watch although I have fibre. The only thing that runs smoothly is the ads. Other than that it is absolute rubbish... dont waste your time. If I could, my real review would be a negative 5 star review to indicate how rubbish this app reall...Full ReviewAwful app. I have problems with every single program I try to watch although I have fibre. The only thing that runs smoothly is the ads. Other than that it is absolute rubbish... dont waste your time. If I could, my real review would be a negative 5 star review to indicate how rubbish this app really is."
"October 16, 2019",1,Susie Johnson, Awful app. Ages to load programmes and ads galore
"September 26, 2019",1,Bruce White, can't even setup account not responsive to android
"November 12, 2019",1,Ngakau Noa, This is the worst app ever can't even watch a full episode of anything without it interrupting
"July 19, 2019",1,TwoKiwisExploring," I understand that there are ads. I don't mind a 15-20 second one while watching. I begrudge a 30 second one. But there are 85-90 second ad breaks while watching. If you close out off the app and go back in, there are ads. Enough is enough, it's rediculous! I just want to catch up on shows I've misse...Full ReviewI understand that there are ads. I don't mind a 15-20 second one while watching. I begrudge a 30 second one. But there are 85-90 second ad breaks while watching. If you close out off the app and go back in, there are ads. Enough is enough, it's rediculous! I just want to catch up on shows I've missed, not watch ads all the time. PEASE change it so that there is an ad just before the episode and ONE halfway if you absolutely must have them."
"August 28, 2019",2,Alex Scott, Stops and starts for five minutes or so before it will play properly without stopping. Almost gave up trying to watch something but it will work if you persist. Seriously needs improvement though.
"September 3, 2019",3,Ranee Higgins," Trying to watch an episode, and half way through it starts to constantly buffer. It wont play for more than a few seconds. Try to stop/pause in order to allow it to load and it just makes it worse."
"September 16, 2019",1,Amanda Benefield," Would give negative stars if I could, took 45minutes to watch 19minutes of a program, gave up in the end, stop promoting your on demand app/website it's absolutely rubbish."
"August 2, 2019",3,Charlotte Logan," App generally works well except for a few chromecast issues (app always says I've only watched half of each episode when I chromecast which means it's always asking me if I want to ""finish watching"" a previous episode instead of showing me the one I'm actually up to) but my biggest beef is that anyt...Full ReviewApp generally works well except for a few chromecast issues (app always says I've only watched half of each episode when I chromecast which means it's always asking me if I want to ""finish watching"" a previous episode instead of showing me the one I'm actually up to) but my biggest beef is that anytime an ad comes on, it is SO MUCH louder than the actual show itself that it scares the bejeesus out of me!! I get that ads equal revenue, but do they have to be so loud?"
"September 5, 2019",1,Lynda Klem, Very dissapointing. In the past I have always used this app but since the update when I select a show to watch it comes up with message 'tap to connect'. I have unistalled app and really installed but still the same. Please fix.
"September 2, 2019",1,Dave Snell," Consistently crashes. Strangely the ads always work... they play when you start the vid, and then again when you skip forward to where you left off last time... odd that (he says sarcastically)."
"August 10, 2019",1,Sonja Malan," Since the app update I can't watch any shows, it connects my Android phone to the home screen but when I select a show it gives me a 'tap to connect' message, then nothing. It used to work fine, yes I couldn't Chrome cast live, but I could watch/Chrome cast shows I missed. Now, I can't even watch it...Full ReviewSince the app update I can't watch any shows, it connects my Android phone to the home screen but when I select a show it gives me a 'tap to connect' message, then nothing. It used to work fine, yes I couldn't Chrome cast live, but I could watch/Chrome cast shows I missed. Now, I can't even watch it on my phone. Ugh! Testing is effing important people, try doing it well."
"September 11, 2019",1,tracy robb, Absolute rubbish. Cant watch anything!
"August 10, 2019",1,Sherene Frisby," The most frustrating App I have!! Just finished watching the final of Love Island and was continually annoyed with the ads getting longer and longer, if I went out before an ad break, to replay it always popped back up with an ad regardless of where in the programme I was. Always there would be anot...Full ReviewThe most frustrating App I have!! Just finished watching the final of Love Island and was continually annoyed with the ads getting longer and longer, if I went out before an ad break, to replay it always popped back up with an ad regardless of where in the programme I was. Always there would be another ad shortly after!! Now since the update I can't play ANYTHING except for live TV!! Soooooo frustrated...come on people, all the reviews are saying the same thing!! Please sort ASAP!!"
"August 10, 2019",3,Joshua Howie," I think the app is fine - there are one or two decent shows on here. I just wish they'd add a favourites feature, like TVNZ ondemand, and a greater variety of shows, again, like TVNZ ondemand. Not all of us can stomach more than a few episodes of The Block NZ every three years, let alone a whole ser...Full ReviewI think the app is fine - there are one or two decent shows on here. I just wish they'd add a favourites feature, like TVNZ ondemand, and a greater variety of shows, again, like TVNZ ondemand. Not all of us can stomach more than a few episodes of The Block NZ every three years, let alone a whole series every year."
"May 29, 2019",2,Gilbert Williams, poor design. you can't chromecast live tv. and I thought the upgrade in may 2019 would have identified this fault. but no. its still not fixed. shame on you media works. Shame on you indeed. instead all I can chromecast is what you list on demand. well thats no good if you want to watch live tv. wel...Full Reviewpoor design. you can't chromecast live tv. and I thought the upgrade in may 2019 would have identified this fault. but no. its still not fixed. shame on you media works. Shame on you indeed. instead all I can chromecast is what you list on demand. well thats no good if you want to watch live tv. well sadly I will have to revert back to tvnz on demand for live tv chromecast. they Atleast appear to have tested their app with no major issues. seriously what tv can cant chromecast live tv...hmmm tv3
"June 14, 2019",3,Carmen Mitchell, There seems to be an issue that has happened with the latest update. TV shows will play and come to the first set of ads and the show you are watching goes back to the beginning again. REALLY annoying. I wish you had a favorites list like other streaming apps.
"September 22, 2019",1,Matt Cole, App wont allow live feed to work. It just close app down
"September 21, 2019",1,kim broughton, The one show I can watch on this I apparently can't any more after 10 years!!! Really tv 3?
"August 29, 2019",1,Julieanna Little," Cant even use this app. Just constantly tells me to tap to try again. So frustrating!!! Tvnz app works fine, so I guess I'll be watching that instead."
"June 22, 2019",1,A Google user," Come on...2019 now NOT Threenow! Moving w the times helps you get a better rating. Fix fix fix the app. So many bugs, issues, lag, bugs, issues, lag and lack of user friendly options. Adopt Netflix's app idea. Everything to keep users engaged w their app and more. Spend the $ to make improvements. U...Full ReviewCome on...2019 now NOT Threenow! Moving w the times helps you get a better rating. Fix fix fix the app. So many bugs, issues, lag, bugs, issues, lag and lack of user friendly options. Adopt Netflix's app idea. Everything to keep users engaged w their app and more. Spend the $ to make improvements. UNINSTALLED"
"June 17, 2019",1,Anji K - Singer/Songwriter," I've tried everything to re-set this app on my tablet but nothing works. It consistently opens on the same page which displays just the ThreeNow logo and 'tap to retry'. This is the latest in a series of disappointing issues with this app. ThreeNow - please invest some time, money and resources on t...Full ReviewI've tried everything to re-set this app on my tablet but nothing works. It consistently opens on the same page which displays just the ThreeNow logo and 'tap to retry'. This is the latest in a series of disappointing issues with this app. ThreeNow - please invest some time, money and resources on this app!"
"June 5, 2019",2,Robert Thornley," Live TV won't cast! Works fine for on demand but live TV won't cast. Samsung or Apple. Nowhere in the app to ask questions or provide feedback or get help, only FAQ. Tonight we have perfect internet and the app just says ""tap to try again"". Piss poor."
"June 27, 2019",1,Brett Morris, this app is atrocious. initially it dropped and needed fully reloading on every ad break now its every 5 minutes. takes about 1.5 hours to watch a 45 minute show. why chromecast you say? well that's because you can bearly get the app on any streaming decide. tv3 please dont bid and purchase anymore ...Full Reviewthis app is atrocious. initially it dropped and needed fully reloading on every ad break now its every 5 minutes. takes about 1.5 hours to watch a 45 minute show. why chromecast you say? well that's because you can bearly get the app on any streaming decide. tv3 please dont bid and purchase anymore shows that I enjoy watching as the tvnz app beats you a million to none!
"August 24, 2019",1,Sandra Deearna, Not able to watch a single thing on here. Just as useless as tvnz on demand... but yet I can watch anything on YouTube with no problems. Gonna have to delete this app along with tvnz on demand app
"July 28, 2019",1,Jazman Ellery," Awful app. No ability to add series to favourites. Doesnt save what you were last watching and if it has it starts the episode from the beginning, cue 2 minutes of ads to watch 5 minutes before more ads. Clunky outdated and needs to catch up with the likes of TVNZ onDemand and Netflix"
"August 19, 2019",1,Feaomoeata Katoa, Unable to cast live TV via chromecast. I have uninstalled and reinstalled and still not having any luck. Please fix ASAP.
"May 27, 2019",2,Michael G," The fact that you still don't have the ability to cast live TV via a Chromecast is terrible when you can with on-demand. Should concentrate on adding basic features like that, which your competition has, instead of seeing how many ads you can serve before people quit your app in frustration."
"August 22, 2019",1,Zee Peegee," does not work, you calll this an app! 3 emails telling you how your app does not work and still the same. flashes when trying to watch then goes to a blank screen. ive uninstalled reunstalled. nothing works, #threenowsucks"
"July 6, 2019",1,Emma Roberts," this is the worst app i have ever downloaded. I signed up and made an account, but everytime i went to log in, my email or password was apparently wrong . I tried many times but still nothing changed. Heed my warning and never download this app. It is a waste of time and phone storage."
"June 24, 2019",1,Kahn Wynyard," Cannot cast live tv through app, casting anything else works. This problem has been around for a while and needs to be fixed. I imagine people will change rating and start actually using the app properly when this is fixed."
"August 10, 2019",1,Emily Jade Westover," This app is terrible since the latest update. I can only watch live tv nothing on demand. Tells me to refresh and try again, I do this with no result. I uninstalled and reinstalled and still doesn't work. Very frustrating as it was working fine before the update."
"September 1, 2019",1,Lee Spence, Won't let me chromecast to my TV at all from my phone. App crashes whenever I try even though the app connects to the chrome cast itself.
"October 13, 2019",1,Tony Rozeboom, Can't cast live TV
"July 24, 2019",1,Ian McPherson," Pathetic. You can't cast live stream. its 2019 and your app is so hopelessly inadequate that you can't stream to chromecast. I suggest you upgrade your tech / development team to people who know what they're doing. 24 July 2019 - App updated. AND STILL NO LIVE STREAM TO CHROMECAST.... SO, STILL PATH...Full ReviewPathetic. You can't cast live stream. its 2019 and your app is so hopelessly inadequate that you can't stream to chromecast. I suggest you upgrade your tech / development team to people who know what they're doing. 24 July 2019 - App updated. AND STILL NO LIVE STREAM TO CHROMECAST.... SO, STILL PATHETIC. Sack your tech team Tv3, they're shameful."
"September 5, 2019",1,Colleen Horton, Come on sort these issues. Half time cannot even get video to play. It's a complete pain.
"June 4, 2019",2,Bayley T, Very unpredictable if the app will work and when it does then at times will be playing via chromecast then it will cut out. As I have no line for TV this is the only way to catch up on certain shows and is very disappointing when doesn't work.
"August 6, 2019",1,kasey groundwater, Hate that the new update needs access to your location! Also super frustrating when you exit and then go back to watching your programme your HAVE to watch a whole new set of ads!!! No way of storing favourites either!? TVNZ on demand is way better!
"July 4, 2019",1,Katelyn Togiamana, love watching 3 news just because of Mike lol but seriously I cant chrome cast any of your shows the cast option is available before you push playon the top bar you connect and when you play a show it doesn't cast just plays on my device only? am I not doing somthing I should be I dont know
"August 23, 2019",1,Stu Taylor," Crashes when you attempt to cast live TV. Multiple devices and Android versions, all fail."
"September 2, 2019",1,Manu Schijf, Trash app. Crashes anytime I try to chrome cast live tv. Get it together man tv on demand through apps is the future and your years behind.
"June 7, 2019",4,Ryan Mackenzie," casting to tv with cromecast has stopped working from my galaxy s7. it force closes everytime. i have re installed the app a couple of times. all other app casting still works for me, e.g tvnz, so something might need looked into. cheers"
"July 21, 2019",1,Chan-Riche Sykes," App not available to download o smart tv. Can't cast from tablet to smart tv. and now the app wont work on my tablet either. I uninstalled, then reinstalled and still wont work. Stupid app! TVNZ on demand's app is 1000x better."
"August 2, 2019",1,Jennifer Valk," since update, it will no longer play any programs. I may get the luxury of listening to it but no picture, and it freezes up my devices. go back to how it was as that was working just fine. very unhappy customer"
"August 16, 2019",1,Annie Aspinall," Does not go at all! Keeps coming up ""tap to retry"". I have Uninstalled and reinstalled! Grrr!"
"August 25, 2019",1,Leigh Popham, Was watching this app it had an update now I carnt get into it again. Have reinstalled it but keeps saying try again..want to watch some shows but it won't open... what do I do.
"September 1, 2019",3,Scarlett Knowles," it has adds and it is a bit slow. when you try to update it , it takes to long"
"May 29, 2019",1,Joshie Boi," Less than average app. chromecast live tv is a basic fundermental - this app can't do that... TVNZ however you can. choice is yours but if its not a choice, use alternative. maybe TVNZ cares more about their viewers"
"August 16, 2019",1,Andrea Winder," did last update now won't open at all, just get a button saying try again. ..far to retry. Have u installed it and downloaded again but same thing"
"May 28, 2019",3,Rhiana MacDonald," Ads are annoying, clearly you get ads because the app is free but the ads are 3x louder than the shows you're watching. Besides that, it's a good app"
"May 28, 2019",1,Hank Yuen," With the latest version, I can no longer be able to login, it just stuck on the login screen after clicking on the Log In button."
"July 30, 2019",2,victor mcrae-fenn," When chrome casting to the t.v the app doesn't go into landscape, and there is no option to make cast in landscape, really weird. Will 5 stars if you fix."
"August 4, 2019",2,Faiyeung Szeto, The biggest issue is that the app shuts down everytime I try to Chromecast. And when streaming the status bar of my phone appears on the scren if I touch it to pause or whatever.
"August 7, 2019",1,Sara Horsfall, This app could do with some improvements. I am currently unable to cast the live tv using a chromecast. Also no option for having the app on playstation like TVNZ does.
"June 2, 2019",2,Rebecca Rankin-parkinson," I can't watch live tv through chromecast. Everything else i can, just not live tv. Pretty annoying considering i don't have an aerial so i am now always watching TVNZ"
"August 3, 2019",1,Kyle Harrison," Last update broke Chromecast functionality for me, now shows simply dont play after showing the loading screen. The ability to save shows to the homescreen would be good."
"June 16, 2019",2,Gareth Green," Have issues re launching episodes that I have started, taking me back to the start everytime. also the sound goes up when the Ads are on"
"July 28, 2019",1,Michael Chatfield," Crashes everytime I try to select a channel to cast, basically making it useless. Please fix it."
"June 10, 2019",2,A Google user," Not awful, but crashes all the time. Have terrible trouble getting it to work with Chromecast."
"August 6, 2019",1,Karen O'Connell," Hopeless, every update there is something wrong, this time it just won't connect, come on guys get your act together please."
"July 31, 2019",1,Arie Dobbe, need a perfect wifi connection otherwise it buffers every 2 seconds. Got 3 bars and it doesnt work but if I go onto other platforms they work perfectly
"July 23, 2019",2,Sharyn Poole," this app will sometimes work, but 9 times out of 10, i just give up as it freezes and reloads... very disappointing ☹️ i just want to watch NCIS"
"August 10, 2019",1,Martin Frewen," started out ok, every update gets worse with something else not working. its like the people coding it are working in reverse."
"August 17, 2019",1,Danielle Saies-Ruruku, wont let me watch live programes on my chromecast. fix it please. tvnz far better
"June 23, 2019",1,James Dunn," Awful. App won't stream to chromecast, just sits there whirring away and eventually gives up. Don't waste my f#$king time!"
"July 8, 2019",2,Tanya Juanitta Marea Clover, Having issues logging in on both the app or internet. i have to got through the whole reset password till it works.
"July 8, 2019",2,GreatMoleBadger, app no longer watchable on my phone but still working on Chromecast? always freezing on my PS4! will not cast Live TV?!
"September 3, 2019",1,Ryan Carson, Got to be the worst app I've used with chrome cast always loading and ad after ad
"June 6, 2019",1,Sonia Johnson," what the hell is going on I cnt even connect was, watching a program then nothing, installed twice and still nothing, saying tap to retry"
"June 14, 2019",3,Loren Cooper, An ok app but why oh why are the ad's so loud?? volume is WAY higher than the volume of the shows.quite annoying
"August 4, 2019",1,Kathryn Morrow, Why can't you watch chrome cast live tv. I might have to start watching 1 news. app doesn't work since the latest update
"June 23, 2019",1,Amelia Herbert, closes out all the time!!! unable to cast live TV and also no option to save shows to favorites
"July 9, 2019",1,Greg Stevenson, Only just worth the one star. On to many occasions this app won't stream. Very frustrating.
"September 17, 2019",4,Satnam Singh, Too many advertisements
"August 10, 2019",1,C Rambo," whatever happened with this last update, it will not show the episodes to any of shows selected on either of my devices."
"May 30, 2019",2,Amy Presant, Really bad at streaming and can't pause and pick up where you left off once you close the app
"August 10, 2019",1,Nadine Costello, did new update and its way worse. buffering and impossible to watch anything when it use to work fine.
"August 29, 2019",1,sniffsumglu, Crashes when you try chromecast and has done for months
"May 28, 2019",2,brad stansell," Won't stream via my Chromecast, never has. I have the latest Chromecast and the latest app version and it never works"
"July 6, 2019",1,Steven Stanford, Ridiculous ap. The sign in page on the Samsung 9 has the Facebook sign in only with the email login cut off. Not everyone uses facebook!
"August 13, 2019",3,Sarah Anderson," Really Good, but doesn't chromecast live. The other channels do"
"August 5, 2019",1,Duncan Booth, the latest update keeps crashing when you try to cast on chromecast.
"June 19, 2019",1,Maia Whittet," Doesn't load, slow to play even when we have full fibre internet coverage!"
"June 24, 2019",5,Ben Ruwhiu," nice to have nz tv on demand, but crashes every time I try and cast live tv"
"June 5, 2019",1,Renee Clarke, App is useless and doesn't work properly. just says loading and cant cast to tv
"August 16, 2019",1,mel culpan, get an error everytime I try to chromecast live tv
"May 27, 2019",1,android mini pc, was always unreliable. now after latest 2 updates it does not connect at all
"June 22, 2019",1,user name, It keeps crashing when trying to cast to chromecast.
"August 13, 2019",1,Hayley Fife, wont let me chromecast live tv.... bloody frustrating and annoying to say the least
"July 7, 2019",1,Bonnie-Mae Edgecombe," slow and jumps around and keeps stopping video to ""load"". 😡"
"May 29, 2019",1,Michael Renegade, it worked well to begin with but it wont load now on any of our devises
"July 5, 2019",1,J Papare, was great now it's just playing endless ads 3 of 3 then 2mins of program and oops back to 3 of 3 ads
"August 8, 2019",1,Seraiah K, so i just downloaded and it doesnt work. plays sound. doesnt show picture. useless
"June 25, 2019",1,Vicki Crump, won't work on my device and website won't play episodes through Chrome. Useless
"August 31, 2019",1,Andrew, The ads are longer than most shows.
"August 1, 2019",1,Rowan Schischka, rubbish app. does not cast well. does not conform to simple android api.
"June 23, 2019",1,Carla Jobsis, awful. Would not function with Chromecast when playing live TV.
"August 8, 2019",1,Ainslee Shiels, This latest update is not compatible with my Samsung Galaxy tablet nor available on our samsung tv see ya tv3
"August 5, 2019",5,Joseph Lightweaver, works well apart from sometimes when minimized it cannot always reload sometimes starts the video from start
"August 6, 2019",3,Terice Pomare," Really good app, just wish it was available on the PlayStation"
"July 28, 2019",3,Mr. Walters, LIVE TV DOESN'T WORK ON CHROMECAST. APP KEEPS STOPPING.
"May 31, 2019",2,Bronwyn Clark, No chromecast support for live TV like the TVNZ app has.
"June 26, 2019",1,Matthew Bennett, live view crashes on both our Huawei and Samsung when trying to cast to chromecast
"July 22, 2019",1,Tracy Western, Not playing video's.... Annoying... Every other video app is working
"September 22, 2019",1,Annette Svendsen, Didn't work on my tablet Samsung tab S8
