Date,Rating,User,Review
"November 11, 2019",1,Pam Venial," Been with vodafone for 10 plus years but the app recently atopped working on my s8 and doesnt show my usage details , vodafone nz not impressed highly reccomend another service even customer service was no help."
"October 21, 2019",1,Karen Woller, Vodafone updated app about month ago. Not getting txts notificationsymboĺ. Was told hve to wait til next one due. Very frustrating as I have to go into my txt very regularly to check .
"September 26, 2019",1,Josh rko, App keeps crashing even after Uninstalling and reinstalling over and over again. No point having an app when it won't even open. How am I meant to change phone plans. Go into the shop? What a hassle
"November 12, 2019",1,Saydee Mcvay, Dont force updates. Had to use my top up to update the app which used my credit and i had to top up again to then get my pack.
"November 2, 2019",3,Lesley Thompson," Have been having some issues with this app, when i log in to check out my friday deals, i cant get my weekly deals i have yo wait a fortnight or longer."
"October 16, 2019",1,Haylee Fotofili," I have to update in order to continue using this app, that's silly. When I had iPhone x I didn't have to update but I was still able to use this app. Annoying"
"October 16, 2019",5,Stephen Weir, An excellent tool for managing group shared data and hundreds of devices at the enterprise level. And right there on my phone. Well done team.
"October 8, 2019",2,Anton Oleinik, The app is now broken for couple of months. Tried uninstalling and dowloading again - still no go. Guys at vodafone shop confirmed that it is known issue. Not great.
"October 13, 2019",1,Antony Walker," App hasn't loaded for the last few updates, just stays at the red background with the white line tracing the Vodafone logo. Or is that all the app does now?"
"September 21, 2019",1,Brenda Denise King," I cannot access my vodafone since the last update. You want me to stay I suggest you fix it. I also have TV, landline and internet, so your call."
"October 16, 2019",1,Lois Dungey, I cannot update because it tells me I have no space and I cannot use my Vodafone app because I cannot update it. It is beyond frustrating.
"October 26, 2019",1,ronaldcolle," This app tries to control me, give me back my old app, all I want to see is how many data + minutes I have got left"
"October 16, 2019",2,Carl Crosado, Works most of the time. Pay now functionality sporadic. Keeps defaulting my expiry date to wrong date.
"November 2, 2019",1,Nadia Kersel, This app never opens. It's been months and still not working.
"October 9, 2019",1,alan burkett, App won't go past red screen. Reinstalled but same problem. Have to use website instead.
"October 21, 2019",2,Sarah M," App keeps closing each time I try to open it.. Very annoying, How can this be fixed???"
"October 9, 2019",2,Hayden Mckee, would be better that data requested is sent instead of getting data you don't want sent to you and being charged for it. Even get overcharged for what you want and what you get because of their sponsorship arrangements.
"October 16, 2019",1,regina hepi, I gave this rating because every time i put credit on using my data it chess 2 dollars worth before i even get to do my plan its so anoying
"October 18, 2019",5,Alepina Yeng Tung," Awesome and easy to see your usage etc, quick and easy to add data"
"October 17, 2019",1,Pip Keen, No experience.....can't download app. Might consider changing provider if this is the case.
"October 16, 2019",5,Pam O'Neill," Sometimes a little slow to open, otherwise excellent."
"September 25, 2019",1,kiri walsh, can never log in always says it has stopped working. reinstalled many times still crashes.
"October 4, 2019",1,jennifer rush, Everytime I need to go in I get the error message 'unfortunately my vodafone has stopped' sooooo annoying
"October 5, 2019",1,gaynor eskriett, The app keeps closing so I can't use it. I don't have this problem with any other app.
"October 18, 2019",1,Rebecca K," Could not update, have tried multiple times, cannot use app without update."
"October 18, 2019",1,Nigel Clats, I hate the fact you make us update to keep a check on our account and then put ads in.stop taking the piss
"September 21, 2019",1,Don," ""Unforturnately my vodafone has stopped"" Literally all the time never work"
"October 7, 2019",1,Anita Ngatai, App wont work. No reply from reporting and sending feedback. Come on vodafone fix your app
"September 20, 2019",1,Brendan Remus, All wont load after update even with a re-install. Plz fix asap
"October 15, 2019",1,Mohammad Alansary, Stopped working. Reported this many times. Reinstalled.. same problem
"October 21, 2019",1,Luse Faimalo Salaivao, Have to keep updating. Have to keep renewing my password on this app!
"October 18, 2019",5,Mel Dent," Great app, easy to use and find my way around."
"October 17, 2019",5,Fifita Toa, Service is great thanks for the info on the Vodafone weekly Data
"September 18, 2019",1,Manaia Knap," Worked fine, now the app rejects my login details."
"October 18, 2019",5,Katze McCarthy, Awesome app. It has everything I need & well displayed
"October 25, 2019",1,Cassandra Thomson," After topping up $20 for phone credit, I had also paid another $20 for an unlimited video pass. only to find out that it requires your mobile data. And that It had run out with in a day. Why should we be charged extra for data when as a customer i had already paid $20 for the pass. Unfortunately we ...Full ReviewAfter topping up $20 for phone credit, I had also paid another $20 for an unlimited video pass. only to find out that it requires your mobile data. And that It had run out with in a day. Why should we be charged extra for data when as a customer i had already paid $20 for the pass. Unfortunately we i had asked for a refund they had refused. And said I have to pay more for data. It's a big scam for money and unfortunately its going to lose a paying customer. 0/10 do not recommend at all!!"
"October 17, 2019",1,Frank Warren," I haven't had an issue with the App until Vodafone changed & sent update your app, follow instructions etc. You cannot even get into open it. If Vodafone doesn't fix this asap I'm going to go to one of your competitors and once that happens I'll never be back so I strongly suggest someone contact me...Full ReviewI haven't had an issue with the App until Vodafone changed & sent update your app, follow instructions etc. You cannot even get into open it. If Vodafone doesn't fix this asap I'm going to go to one of your competitors and once that happens I'll never be back so I strongly suggest someone contact me to sort this issue immediately. Vodafone you have been warned. Dated 17 October 2019."
"September 26, 2019",3,Heaven-leigh Panui, Not that good I've been with this phone provider for a long time and nothing has really changed
"October 23, 2019",1,Stephanie Morrison, Too much updates . An there's no option to do it later. Hate this notification when I only have data .
"October 17, 2019",5,Graham ELLIOTT, My Vodafone app has a different phone number than my own -my wife's - I have had 2 become an add on. Help
"October 16, 2019",5,Adele Kane," Simple, easy to use. All round good."
"October 17, 2019",5,kacey roberts, Great simple use for sure nice easy and fast
"October 15, 2019",5,Cal Iaccarino," It tells me exactly what i need to know. not perfect, but very good for what it does"
"October 15, 2019",1,Olivia Winbush, Very limited in what it can do. Difficult to make account payments.
"October 15, 2019",5,Jason McGrath, Gives me a good balance so I can budget each month also the help was good when I got stuck
"September 25, 2019",5,Levi SMITH," There's some very good features new to the My vodafone app like fantastic deals whether you have a business to run,or for every day prepay use Vodafone mobile network helps me to connect to the world in many more ways.This network is growing fast and I am excited to see future upgrades and offers fr...Full ReviewThere's some very good features new to the My vodafone app like fantastic deals whether you have a business to run,or for every day prepay use Vodafone mobile network helps me to connect to the world in many more ways.This network is growing fast and I am excited to see future upgrades and offers from the Vodafone experts..Thank you for the excellent work☺."
"August 21, 2019",1,Jackie Lu," Ive always used the vodafone app and its been great, but the last few weeks the app keeps crashing. I am unable to open it, and does not go past the loading screen. I have reported this issue before it still have not been able to open the app for weeks now. Please fix"
"September 13, 2019",1,kimmyknz, What is wrong with this App? It keeps stopping coming up with 'unfortunately my vodafone has stopped' everytime it loads. Its been doing this for over a month and have uninstalled and installed it several times and even turning off or restarting my phone still does'nt work. So frustrating!
"October 21, 2019",1,Andrew Cudworth, Used to be useful now it appears to have lost all its convenience. When I try to access my vodafone tells me my phone no does not exist!
"September 20, 2019",1,DIane Wilson, Zero app crashes no details saved lose carry overs
"October 16, 2019",2,Wiremu Smith, Very slow to load into vodafone app
"May 26, 2019",4,Linda Hopkins," I used to have access to this app which worked fine then a month or so ago I just couldn't access it anymore.  No matter what I put in regarding mobile number or email address and passwords I just keep getting the ""sorry we can't sign you in right now, please try again later"".  I have been trying on...Full ReviewI used to have access to this app which worked fine then a month or so ago I just couldn't access it anymore.  No matter what I put in regarding mobile number or email address and passwords I just keep getting the ""sorry we can't sign you in right now, please try again later"".  I have been trying on and off since I lost contact with it which is really annoying."
"June 6, 2019",1,RossLee Burgess, Whenever I really need to use this app to top up etc it won't allow me to sign in. I've gone back to having to buy top up vouchers which is really inconvenient when you live rurally. Have uninstalled and stopped the app & cleared temporary data. Nothing works. Been with Vodafone for 20+ years and th...Full ReviewWhenever I really need to use this app to top up etc it won't allow me to sign in. I've gone back to having to buy top up vouchers which is really inconvenient when you live rurally. Have uninstalled and stopped the app & cleared temporary data. Nothing works. Been with Vodafone for 20+ years and thinking of changing.
"August 30, 2019",1,Mrs Power," The app stopped working a month ago. Crashes. Won't even start & on the off chance it starts, it crashes as I start type my user info. Have uninstalled & reinstalled numerous times. Please fix. Very frustrating!"
"October 7, 2019",5,Chris Ho, Very easy to browse through.
"August 28, 2019",1,Michael Potusa," Since the update it always crashes, been like this for a while. Goes to loading screen, then crash. ""Cannot receive your info"" msg is displayed. Fix it, its really frustrating."
"October 16, 2019",5,Chris Puaaelo, Yes great service and fast
"July 14, 2019",1,Ibrahim A," Use Skinny. They're Honest. I've been bitten with charges multiple times by Vodafone. ""You've run out of data"" messages arrive conveniently late for them. Even checking my Vodafone app doesn't help because the numbers don't match what Vodafone has. I was asked by their support to restart my phone, t...Full ReviewUse Skinny. They're Honest. I've been bitten with charges multiple times by Vodafone. ""You've run out of data"" messages arrive conveniently late for them. Even checking my Vodafone app doesn't help because the numbers don't match what Vodafone has. I was asked by their support to restart my phone, take out the sim, and wait 30s before turning on my phone so that they could see my usage update in their system. Is that a joke? Then was asked to log out and log back in to the app to see my usage."
"August 20, 2019",1,Mel B, Won't let me sign in and tells me my emails not registered then that it is registered on the web site... It's useless... plus I only need it to be able to use my phone!!!
"October 21, 2019",2,Zoë Blackworth," The app will update, two minutes will pass and the app will tell me it needs to be updated even though the last update was meant to be six days ago"
"August 30, 2019",2,Jo Bunce, I have 2 on account phones and every time I try to personalise them on the app to help tell them apart it crashes. Has do e this for weeks now. Please fix it!
"October 15, 2019",5,LeOra Blake, Great updates and awesome spin deals!
"October 25, 2019",5,Siobhan McGuigan," Good app even tho Vodafone's prices, esp Prepaid, need re-evaluating. Should be able to get 10$ top ups in shops and I much preferred skinny so gonna go back I think"
"October 17, 2019",4,Dee Turner, Pretty gud love how it is easy to top up
"October 16, 2019",3,Charlene Bankers, It's quick and easy to read. 😊
"June 25, 2019",1,Pratheban Sivapalan, App should have message functionality. To answer any queries. this means we do not have contact 777 and wait until a Vodafone representative responses. last time it took over 20mins. plus we have a record on the response to come back too.
"July 30, 2019",1,Ashley Jordan McKenna," The app never loads, but is useful when it does. Always gets stuck on the loading screen, and when it does load 9/10 times it won't let me view my bills or make any payments. Utterly useless except for the once in a blue moon time it actually functions properly."
"May 26, 2019",1,Daniel Reeves, used to work fine but past two months it wont let me log in. cant do anything with the app. vodafone help is useless they admit a technical issue and raise a ticket and never hear back from them. wouldn't recommend vodafone might be time to switch to someone who has decent customer service
"August 15, 2019",3,Faamalie Vili," App works fine. Only criticism would be the way data is displayed. for e.g when my data is low it shows 0.8gb, now I can't tell if that means I have only 8 or 800 megabytes left? Would prefer to see megabytes status as well instead of only gigabytes. Other thn that ...it's improved alot."
"October 19, 2019",5,Chelcie Kingi, Perfect app. Way easy to use
"August 1, 2019",1,Skye Thatcher," Would give it no stars, this is my 3rd time trying to register with vodafone app. it said my email was already in use so i tried to send recovery link to my email address and it send link expired. i kept tapping to get a new one and it wouldnt. this is why i dont like vodafone 😒 should of just stay...Full ReviewWould give it no stars, this is my 3rd time trying to register with vodafone app. it said my email was already in use so i tried to send recovery link to my email address and it send link expired. i kept tapping to get a new one and it wouldnt. this is why i dont like vodafone 😒 should of just stayed with Skinny"
"October 19, 2019",3,Tane Wikaira, It quick and easy to to use
"June 11, 2019",1,Bloodgazm NZL, Stupid app never works. It just continuously loads and never actually opens. How the hell am I supposed to use my cellphone when I can't even top the bloody thing up. Not to mention I've now lost all my carryover data etc all because of this stupid unstable app.
"September 15, 2019",1,Andrew Fuller," Login require email, email link leads to technical difficulties. Pushes plan add on, hides what you need."
"June 27, 2019",1,Sandra Deearna," can't even use the app on this phone, yet on my other phone it works perfectly. it is asking me to pop in confirmation code to use the app, it said it will txt me the code. I haven't received it. Also why does this app need access to my microphone?"
"August 2, 2019",2,Dianne Parry, Can you please fix the auto top-up delete function? I've tried for months to do this as the message says 'please try again later and the problem will be all fixed'. I dont want to be on hold to Vodafone call centre just to do this. It should be simple.
"August 26, 2019",1,Catherine O'Reilly," When this app works it great, but it never opens now! Not sure how I'll top up. Go back to the old app it was much simpler !"
"October 16, 2019",5,Charmaine Hartley, Love the great deals Keep them coming!
"July 30, 2019",1,Jia Ju Yuen," currently installed app shows name of My Vodafone on drawer or desktop, which appeared the same as the one ive had installed the same for my vodafone fiji. i always open wrongly on either one. suggest to add the word 'NZ' beside name 'My vodafone'"
"August 11, 2019",1,Dylan Ward, I really like the app when it's working but it's not. Has been crashing for a week now and have sent 2 emails now with no reply. Will change rating when fixed or I will go back to spark.
"July 29, 2019",1,Treasure Atherton," What's up with My Vodafone? Until a couple of days ago no problems. Now I cant log in, check my usage, nothing. I'm really annoyed. Please sort it."
"October 15, 2019",5,Annette Goodfellow, Always a pleasant experience as anything Vodafone
"October 16, 2019",5,kate Awatere, I like the rewards and seeing exactly what I have available.
"September 23, 2019",1,Adriene Erika Anacan, Keeps signing me out. Basically useless
"August 23, 2019",1,Superman Mk," Why does the app keep shutting down. It's logged me out and each time I click on it, says app has stopped working."
"September 3, 2019",1,renee hulbert," App use to work fine but now it crashes and doesn't load, have uninstalled and downloaded again but app still crashes, have placed feedback but still nothing"
"September 2, 2019",1,Eric Baker, Hopeless. Two people share the same email address. How am I supposed to register. Unfortunately there isn't a no star option.
"July 15, 2019",1,Christine Angell," I also can't log in. am overseas and can't check my account. there is some security message i cant get past. come on Vodafone, this is a massive fail!"
"August 17, 2019",1,milay s," your apps seems to crash out, can't open since this morning! hope you sort things out ASAP."
"October 17, 2019",5,Jacob Reihana," always used this app on all my mobiles I've purchased, its GREAT!!!...."
"September 2, 2019",5,Tito Bernal NZ," Nice and easy to use, have also good deals weekly and I can manage the plan very well"
"October 22, 2019",5,Hoana Merita Walters, App is better than customer service at Vodafone outlets
"October 15, 2019",5,Chelsea knauf, It's very good you can get free Data
"August 10, 2019",1,Amber Turner, It NEVER loads.... I just get the stupid Vodafone sign going round and round in a circle and it never loads... useless app even after updating..... fix yourself vodafone or I will be switching phone suppliers
"August 8, 2019",5,Greg Southcombe, i left a 1 star review back on 1/11/2018 and wanted to update that now to 5 stars. Over the last 6 months this app has improved out of sight and is now a pleasure to use. Great job Vodafone dev team! its a pleasure to use now and i recommend it.
"June 17, 2019",1,Willow Alber, The process to access my prepay account is no longer user-friendly.  I never know when to top up.
"July 22, 2019",4,Tony B," good app, but the app is still a little laggy. Not as bad as it was before hand but still a bit laggy when changing to things like vodafone rewards."
"October 16, 2019",3,W & J Stortelers, Problems with login
"June 1, 2019",1,eric mattlin, Dosen't work - can't link a service even though I get a success message every time.
"August 13, 2019",3,Matthew Fawkes, Does the job but the warnings about low balance and low data are a pain as they pop up at every screen navigation (even if dismissed).
"August 29, 2019",1,Amy Marsh, I have jad this app for a while but keeps crashing and wont load super disapointing as i use to find it super usefull iv complained but no one has got back to me.
"October 4, 2019",5,Maureen Fale," It""s quick and easy."
"August 11, 2019",1,Sascha Agudo Losada, it was not too bad before the last update! now you can't even lock in anymore 0 Stars for that update! please fix it!
"August 24, 2019",1,Otto, The app keeps crashing since last update. Please debug your app. My device is s7 edge.
"August 24, 2019",1,Sa'e Saena, Always used app but since Aug 2019 no longer worked kept crashing so uninstalled.
"October 8, 2019",2,jacob stowers, Truly irritating to make a payment through.
"October 19, 2019",5,Jocelyn Hansard, Updated but can't get into app now. Still telling me to update.
"October 28, 2019",4,Glen Proffit, Variable but great when it works
"August 3, 2019",1,Mr M," rubbish app. constantly failing top ups, and the app isn't loading. i had to reinstall it every time"
"August 17, 2019",1,Daniel Nordstrand, app keeps failing wont even load most the time and when does come up wont let me type in information
"August 24, 2019",1,Tina Pitihira, app was great but since last update it's useless just crashes can't even sign in
"July 26, 2019",1,Ranjith Mohanan," Bloody useless app, tried to log in at least 10 times into my account.... comes with a captcha all the time and doesn't let you log in."
"October 4, 2019",5,Jessica Phoenix, Couldn't function without this Brilliant App.😘
"May 20, 2019",2,DrBlueTongue, App doesn't do anything after I sign in with my business account it just goes back to the sign in page. I'm happy to help troubleshoot it if I can?
"July 4, 2019",1,Vikki Archer, can't use this app. It is useless. It won't let you sign in. This has been going on for ages. Sort it out!! ridiculous
"September 19, 2019",1,A Google user, doesnt allow you to login. currently trash.
"August 31, 2019",1,Zan I, Expensive flexi plans and software crashes every now and than.
"September 30, 2019",1,Anjana Khan, Vodafone has stopped Its always there Does not open Fed up
"June 4, 2019",5,Kosipeli Talia, I never had a phone for many years and to be honest I never wanted another one. However Vodafone gave me a new hope by introducing me to a new one. I'm glad they did otherwise I would be left behind technically.
"June 6, 2019",2,Irene Johnson, credit card payment doesn't work on the app. have to pay through phone call every time
"August 12, 2019",1,Mike Lowrey, Your app keeps breaking - fails to load. I have reinstalled the app and it still fails to load.
"August 28, 2019",5,Rachel Black," App works, great. Easy to find out my information, thank you Vodafone. Rachel Black 🦊🐾🐾"
"May 20, 2019",1,Kathleen Anne Golfo," I cannot entermy mobile number. Hence, I cannot progress to use the full function of the App."
"August 17, 2019",1,Uldis Ziverts, Crashes on launch. Samsung Galaxy S7. Android N.
"August 13, 2019",1,Jwsoat, Just get stuck on the welcome to my Vodafone loading page and have close it from the open apps page multiple times its not till the 3 or 4 time I does load ITS SO ANNOYING FIX IT
"July 2, 2019",1,Corey Betham," I'm having problems with the app, I can never open it up when I'm signed in. Please fix ASAP!"
"June 24, 2019",1,Glyn Parker, This us a really awful app. Haven't been able to get it to load my info since I signed up.
"August 30, 2019",2,Lisa Tamarua, Can't even log into my acct for several days it's ridiculous
"May 28, 2019",4,Pamela Reynolds, The information I need is clear with easy steps to follow which necessary fo my age of 75.We didnt grow up with all this so it can be a bit baffling at times.
"October 18, 2019",3,Tainui Ngawhika, I like it when you can get free add ons sometimes on your Vodafone app
"August 4, 2019",4,Bernie BOOTH, YAYE. Thanks to Russel on the Help Desk. All issues sorted. It would get 5 stars if it was much easier to initially set up.
"June 19, 2019",1,Brian C," Total bs vodaphone forces u to provide your email address to use this app, no reason or need for this from the customers point of veiw its just more beaurcratic time wasting from a bloated hack of a telecommunications company... A repeat bs..."
"June 20, 2019",1,Erik Buckley, too many updates cant even sign in like i use to. tells me have to use email address stupid
"August 7, 2019",5,mahesh umma," Awesome service from Vodafone app, its easy to use anywhere, I feel great to having Vodafone, thanks"
"July 9, 2019",3,James H, Logs you out every time they update the app. Works great other than that
"May 30, 2019",1,Glenn Burgess," hopeless app keeps saying it cannot sign me in, try again later. no change with latest update."
"September 16, 2019",1,Tiuka Ngatai, Can't get the stupid thing to open keeps closing very frustrating
"October 15, 2019",5,LOUIS CYPHER, Good App... Does it's job well. I cannot recall having any problems with it at all...
"July 2, 2019",1,SJ Yeo, always logs me out. consistently bothersome having to login
"August 11, 2019",1,Denis Mckearney," always under maintenance 3 times this week unable to view account status, topup"
"August 17, 2019",1,Ariana cooney, the amount of times The app crashes is ridiculous 🤦🙅
"August 27, 2019",1,Jack Brewin," App just crashes, useless company. Moving to spark..."
"July 24, 2019",1,Sheng Wu," literally the worst app ive ever used, i tried to set up my account, it didnt work, so i called, then they said theyll send me a link, didnt come over, i spend more than 2 hours setting it up"
"May 31, 2019",5,June Cooper, Somerimes the app is unavailable but it is great and easy to use.
"September 3, 2019",1,Gershwyn Reynolds, Unusable. Keeps on crashing.
"September 6, 2019",1,J Gray, DO NOT BOTHER - CRASHES EVERY TIME YOU TRY TO LOGIN.
"October 31, 2019",1,Ruth Blowes, Keeps dropping all settings.
"September 4, 2019",1,daena roberts, This app sucks it never works and so does vodaphone
"August 21, 2019",1,Cheetah Vulgar, It's stupid I can't even get in to the app it always shuts down.......
"June 18, 2019",1,//, have to use email just to check balance. time to change to a new provider
"July 16, 2019",3,Holly Cowan, every time i go to use it it says i have to sign in but then it cant sign me in
"October 15, 2019",5,Varanisese Tokalautawa, Very user friendly
"October 24, 2019",1,Lorák Īīı," Careful ! Data Scam. This app is using, generating, or calculating data usage in background, don't know how, cause nothing is shown in my phone data usage logs. Just lost 1.3gb of data, and got extra charge $6.5, no app active in foreground, neither in background. And instead to help to understand w...Full ReviewCareful ! Data Scam. This app is using, generating, or calculating data usage in background, don't know how, cause nothing is shown in my phone data usage logs. Just lost 1.3gb of data, and got extra charge $6.5, no app active in foreground, neither in background. And instead to help to understand what just happened, the store refuse to help, and the call center just stop talking, and they hang up the call. Was not the first time data just disappeared, this time the amount was just ridiculous. And I'm guessing I'm not the only one, .. highly recommend to anyone to watch your logs."
"June 11, 2019",1,Lia Ngataki, I cannot sign into my vodafone app..not happy at all
"August 12, 2019",2,Humphrey Cushion, Very slow and hard to navigate
"October 17, 2019",1,Jaimee Namana," Had to update my app just to use it , and now it wont udate. So have uninstalled.Should still be able to use app. Vodafone is a rip off and is ripping all customers off in newzealand. The rates are ridonculous and unnecerssary. To pay to use your voicemail when you already pay for credit and call ti...Full ReviewHad to update my app just to use it , and now it wont udate. So have uninstalled.Should still be able to use app. Vodafone is a rip off and is ripping all customers off in newzealand. The rates are ridonculous and unnecerssary. To pay to use your voicemail when you already pay for credit and call time is a joke.You take $2 just to use the app when wanting to to buy anything . New zealand the country of the rip off. Thanks Vodafone for being just as bad as the Government."
"October 18, 2019",4,Grant Hollings, Havent had issues so good
"October 16, 2019",5,Manurewa Southmall, Such great experience using My Vodafone New Zealand App?
"November 9, 2019",5,Mani Tairi, Great easy to do my bills
"October 17, 2019",1,inge romeike, Why can't I get in my vodafone
"June 5, 2019",2,juliette fatu, the chatpass is now useless and waste of money
"August 20, 2019",1,Simran Bajaj, I have a problem using this app now.. Can someone help me pls to fix this up..
"October 18, 2019",3,Michiel, App is ok. Bit sluggish in use
"September 5, 2019",3,A Google user, Good app but SO SLOW to open....
"October 19, 2019",5,Vincent Wallbank, Great app working on the farm
"September 5, 2019",1,Senio Loa, Terrible.. cannot access the site
"September 18, 2019",5,Chris Smith, Very good service from home.
"August 31, 2019",1,heidi murphy, Terrible stopped working for more reason
"August 23, 2019",1,Abdullah Ahmed, It always crashes on my S7 edge
"October 26, 2019",1,David Hole," Stuck at 48% and it won't download... Need to top up my friggn phone or will lose my roll over, at home and no car so friggn sort it and don't waste my money you want"
"June 30, 2019",1,Adi Spens-black, Not really even a 1 star! Wont accept my log in!. PAIN THE NECKi!. Have to keep going to a Vodafone shop to top up. Not acceptable. want to use my mobile number not an email address.
"July 2, 2019",1,Chucc Taylor, this app is dumb and annoying...i have 9 dollars in my account but the app says i have no credit...real dumb i hate this app...real confusing
"October 16, 2019",4,SSimple SSamuel, Pretty easy and hard to use.
"August 24, 2019",1,Berni Yushan Huang," Couldn't log-in in May for many days, now it happens again, over a week, it said they couldn't collect the info, but everything was fine when I used website, shameful."
"September 8, 2019",1,Sophiah Munatsi, Cant give any rating because i can't use the app.I am so frustrated with that.
"September 27, 2019",1,Olataga Natoealofa-Matini," Should be a no star at all, I keep reporting the app for not letting me log in, but nothing's been done about it. It's been 3 months since it's stopped working."
"July 27, 2019",4,Menglin Zhao," It's been almost 2 months I haven't been able to use this app. It always say ""couldn't collect your information, try again"". Tried reinstalling, resetting password with no results. Android 7.0 EDIT: problem solved a while ago, but i have to mention that someone contacted me after this rating and off...Full ReviewIt's been almost 2 months I haven't been able to use this app. It always say ""couldn't collect your information, try again"". Tried reinstalling, resetting password with no results. Android 7.0 EDIT: problem solved a while ago, but i have to mention that someone contacted me after this rating and offered me a temperary account and password so that I can top up my credit. 3 stars for the customer support."
"October 25, 2019",5,Margaret Hickson, Very pleased with the service when ever i go into Vodafone shop in the Mall in Rotorua NZ
"October 23, 2019",1,Patricia Treymane, Ridiculously slow to update. Its taking a fair chunk of my pre paid data to update and theres no options for doing it later..and i need access to the app to pay for my plan.. skinny is looking more appealing
"June 17, 2019",1,Sylvia Dodd, It is not user friendly. It keeps stopping.
"August 13, 2019",1,Paul M, Only logs on about 40-50% of the time
"May 30, 2019",2,Mox Cigarno," This app isnt good man I paid for my flex plan and showed I had paid it. Then next thing whilst going on Facebook and texting, find out I have been using my credit the whole time 🤦🏻‍♂️ whenever I try to log in to my Vodafone app with my details it says ""sorry can not update details blah blah blah""...Full ReviewThis app isnt good man I paid for my flex plan and showed I had paid it. Then next thing whilst going on Facebook and texting, find out I have been using my credit the whole time 🤦🏻‍♂️ whenever I try to log in to my Vodafone app with my details it says ""sorry can not update details blah blah blah"" waste my money and plus it said Ive paid my flex plan. Bruh"
"September 6, 2019",1,Teige Sherwood, Samsung security flagged the app for using the camera while the phone was locked- cant trust
"October 16, 2019",1,Frances Brien, This will not allow me to log on
"June 25, 2019",1,tasmia kay, This app has become such a problem lately. Everytime I use this app it asks me to change how I log on and needs me to enter my email add. Then it tells me that I'm already registered but doesnt allow me to allow on until I update my email add. So frustrating.
