Date,Rating,User,Review
"June 29, 2019",1,Joy Jones," I was NEVER able to play this game!!!! i downloaded and uninstalled it ""4"" separate times. I'm sure i can find lots of other games to play."
"July 30, 2019",5,Kathy Chiavacci," This app is so adorable! Runway, I love your games so much ! thanks for making them"
"July 11, 2019",5,Michelle Hawrylo, awsome game always making me learn new types of butterflys and it always keeps me away from youtube witch is great for me sence im always on it
"September 15, 2019",5,Melanie Ellis, Beautifull butterflies and easy to play
"June 25, 2019",5,Kaylee Baker, very fun and adicting game. i love all the different buterflies.
"August 16, 2019",3,Nymphomaniac Ness, I couldn't transfer my old account which made me sad :( but otherwise good
"June 24, 2019",5,Melissa Hards, This is a very addictive game. Keep looking back for more honeydew!
"August 7, 2019",4,Wendy Dunafon, Occasionally have to mess around to figure put waht to do. Missions had to go to Phandom
"July 17, 2019",5,Md Nasiruddin, Awesome game. Brilliant graphics and So relaxing!
"June 15, 2019",5,A Google user, It a relaxing game and helps on reliving stress!
"July 30, 2019",5,Rex Arrington, I love this game I'm at peace when I play it before bed the melody puts me to sleep
"November 3, 2019",4,hunter pittman, Its really fun and good to pass time
"October 13, 2019",2,Filler Name," It is a fun game and I'd love to play more of it, except my progress keeps getting deleted. My friend played this game for a very long time so I've seen how good it can be, except in the two days I had the app installed, the game has deleted multiple hours of progress via reversing expansions, flowe...Full ReviewIt is a fun game and I'd love to play more of it, except my progress keeps getting deleted. My friend played this game for a very long time so I've seen how good it can be, except in the two days I had the app installed, the game has deleted multiple hours of progress via reversing expansions, flower fusions, caterpillar feedings, egg hatching, etc."
"July 2, 2019",4,cherrie mace, great game love the butterflies i just wish it was easier to get flowers
"October 13, 2019",5,Kawaii Cookie, Very relaxing and addicting
"September 20, 2019",4,Allexus Dhon Pagaduan," I would like give 5 star… because of the beautiful graphics and for being a stress free game. But the problem is, I feel that I waiting my data to it… because I need to connect the game to internet just for this very casual game, which I think it can be turn to offline if the 'GAME PRODUCERS' want t...Full ReviewI would like give 5 star… because of the beautiful graphics and for being a stress free game. But the problem is, I feel that I waiting my data to it… because I need to connect the game to internet just for this very casual game, which I think it can be turn to offline if the 'GAME PRODUCERS' want to… so I won't redownload this app till I got this game offline. PS: I really loved this game and the Flutter: Starlight."
"September 23, 2019",4,I eat turtle soup with a plastic straw," Its really hard to get new butterflies, I thought flowers would spawn more commonly because its daylight but the irony is that its more easier to get more flowers in Starlight. It not that this game is bad, I just wish I didnt have to go to the shop more often than I usually do for flowers."
"September 1, 2019",5,Jessica Hodges," This game is very cute, light and relaxing. The butterflies that live in my sanctuary are extremely adorable therefore making this game very addictive. There is no end to this game and it never gets boring. The sanctuary is also really cute and cosy."
"June 23, 2019",5,little Bear, best rainforest butterfly game with a kookaburra boss a frog named strawberry and Buzzy Bee and the snail
"October 17, 2019",5,Rupanjana Das, This is a great game for all ages! In this era of pubg and fortnite this is what I want! Lovely game with high graphics and peaceful vibes! Best rated so far by me!💫
"August 11, 2019",5,sheri macdonald, love this game it's soothing and fun love playing it
"August 20, 2019",1,Jubr865, Spent actual money on this game and the other 2 Runaway games but it can't find my account due to changing phone. No option to log in/find using my email or Google account. Don't waste money on a game that will only let you have an account if you have Facebook.
"August 31, 2019",5,Cathy Sheaprejean," my game says update, but last time i unenstalled and install i lose my entire game. i went to play station and it goes back to uninstall. should i press uninstall then reinstall?"
"June 4, 2019",5,Samantha Smith," very unique, fun, & informative. this is an amazing game & its free! byfar the best game ive played, even better then most games i have baught to play. its so much fun to expand my forest and build up my butterfly collection! each time i level up a butterfly i unlock a neat fun fact about that speci...Full Reviewvery unique, fun, & informative. this is an amazing game & its free! byfar the best game ive played, even better then most games i have baught to play. its so much fun to expand my forest and build up my butterfly collection! each time i level up a butterfly i unlock a neat fun fact about that species. its also a wonderful game to play with your children because its fun & it teaches so much!"
"June 14, 2019",4,nur syafiq," Hye,Im butterfly enthusiast..I really adore this game! The butterflies in this game are also following the real butterflies species.That was really great job! I here I want to give my opinion to make some correction about some of butterflies have same pattern of front and back wing for example Weste...Full ReviewHye,Im butterfly enthusiast..I really adore this game! The butterflies in this game are also following the real butterflies species.That was really great job! I here I want to give my opinion to make some correction about some of butterflies have same pattern of front and back wing for example Western blue beauty, Sea green Swallowtail.These butterfly's back wing should be brown pattern. And also Banded orange ,Cycad blue wing are reversed pattern.The back wing pattern should at the front wing"
"August 7, 2019",4,Russell Lewis," Really good game, pick up and play anytime"
"July 10, 2019",4,jose marin," It's good I just dont have friends who play this, how can I add other people to my friends list?"
"November 6, 2019",2,Oksana Misir, Every time when I want to enter a game it says no connection to internet but I'm connected and it never loads as much as I wait it won't
"June 12, 2019",5,Drawnyx," I love this game I used to play a game called this on Facebook years ago but it's just so nice to come back to a game like it, very laid back and nice to see all the different types of butterfly species, very art inspiring 😊"
"August 22, 2019",5,Gigan_808," This is sooooo cute,I love this app!!😍😍😍😍"
"October 7, 2019",5,Christine Burch, Such a relaxing game
"September 26, 2019",5,Denny Wright, Fun & relaxing
"July 27, 2019",1,Mickayla Cook, zero stars. i cant play this game without wifi or data so i cant play it. terrible design 😡
"January 18, 2019",4,Doodle Penguin," I actually love the game. Ads don't pop right at your face. Collecting different types of butterflies and knowing real life facts about them is pretty cool. Kinda time-consuming, but it's fine for me. Just wondering why does it really need to be an online game. Maybe reconsider making it an offline-...Full ReviewI actually love the game. Ads don't pop right at your face. Collecting different types of butterflies and knowing real life facts about them is pretty cool. Kinda time-consuming, but it's fine for me. Just wondering why does it really need to be an online game. Maybe reconsider making it an offline-online game because there are cases where people are having long-term problems on Wi-Fi. Would often miss opportunities to get daily gifts and do more things in the sanctuary. But still, love it."
"November 27, 2018",3,Draven Ybanez," I am having a problem with a couple bugs. Not only have some of my butterflies been disappearing from random sets, the app is also not keeping butterflies fused or upgraded. This has been going on for several months and I thought I was crazy at first but now I know I'm not. I would've given this app...Full ReviewI am having a problem with a couple bugs. Not only have some of my butterflies been disappearing from random sets, the app is also not keeping butterflies fused or upgraded. This has been going on for several months and I thought I was crazy at first but now I know I'm not. I would've given this app 5 stars total because I enjoy the experience but it is aggravating that I am unable to perfect any of the event sets, especially the ones with wisps. So a total of 3."
"July 7, 2019",2,Gábor Guthy," The graphics are beautiful, but the fact that the ""summoning circle"" produces RANDOM eggs each time makes the whole thing unpredictable. This game might be more enjoyable for others, but I think Splash: Ocean Sanctuary is way better."
"September 22, 2018",4,A Google user," Been playing for a while. The game itself is beautiful and I do love it, but I've recently been having one major problem; logging in and suddenly finding data - often up to 12 hours- completely erased. From reading other reviews, I'm not the only one this is happening to. Please fix this, because I,...Full ReviewBeen playing for a while. The game itself is beautiful and I do love it, but I've recently been having one major problem; logging in and suddenly finding data - often up to 12 hours- completely erased. From reading other reviews, I'm not the only one this is happening to. Please fix this, because I, surely along with others, am getting sick of my time going to waste."
"May 3, 2019",3,Debbi Goddard," I love this game, but, when you reach 104 butterflies, you are stuck & cannot open any more space to play. The makers say there is a glitch that stops them from doing anything else. Shouldn't that have been fixed before the name was released.. I have more butterflies in storage than in the forest, b...Full ReviewI love this game, but, when you reach 104 butterflies, you are stuck & cannot open any more space to play. The makers say there is a glitch that stops them from doing anything else. Shouldn't that have been fixed before the name was released.. I have more butterflies in storage than in the forest, but if I spend 6,500,000 honeydew you can have 1 extra butterfly each time. Crazy. I'm still working on getting an extra one. I deleted flutter after playing for ages I can't expand & nowhere to go."
"July 22, 2019",4,Yvonne Powell, sometimes they don't explain how to do things. you have to improvise.
"August 1, 2019",5,Michael Villanueva," Hello,my name is Michael,honestly I never get to play the game, because first,I tried to play the game offline,because i only want a relaxing game that i can play anytime,anywhere,and also I'm being honest that here in Philippines it's hard to play online games whenever we/I want to because of poor ...Full ReviewHello,my name is Michael,honestly I never get to play the game, because first,I tried to play the game offline,because i only want a relaxing game that i can play anytime,anywhere,and also I'm being honest that here in Philippines it's hard to play online games whenever we/I want to because of poor signal😅,and also i tried it online of course and I'm pretty sure that I've had a good signal that time,but it kept on crashing.But i rate it five star because,oh it's near 500😂I'll send messg on FB😊"
"May 11, 2019",3,Laura Willett," A fun and cute game...BUT, unless you are prepared to spend $20-50 on this game each time they have a 'special event', you will NEVER be able to complete the event. Everything in the game is overpriced. It is a very cute game, and very enjoyable. But the special events can be frustrating, and other ...Full ReviewA fun and cute game...BUT, unless you are prepared to spend $20-50 on this game each time they have a 'special event', you will NEVER be able to complete the event. Everything in the game is overpriced. It is a very cute game, and very enjoyable. But the special events can be frustrating, and other things too. If you're patient, you can enjoy the game without spending more than $10-20 a month. Seriously, if everything was 99¢, I'd probably spend $50 per month in this game."
"December 31, 2018",1,A Google user," I couldn't even open up the app. I'd click to start playing it, but then it would close off almost immediately. Then, after a few times of attempting to open it again, I went to delete it. Suddenly, when I open the Play Store, the game would begin loading in randomly then closing off again when I wa...Full ReviewI couldn't even open up the app. I'd click to start playing it, but then it would close off almost immediately. Then, after a few times of attempting to open it again, I went to delete it. Suddenly, when I open the Play Store, the game would begin loading in randomly then closing off again when I was trying to delete it. It seems like a lovely game, but I can't rate it very well if this happened and I can't open it up."
"May 17, 2019",4,Iw Kil, Playing on smartphone screen is very hard to control the butterflies fly because the spot to control is too small. All the rest is perfect :))
"December 12, 2018",2,Babak Rabbanipour," The game is beautifully designed. However, after playing it for while I found it repetitive and boring. On top of that, why it has to be connected to the network to work? Does it collect information on my mobile phone!? Why when I use more honey-things the outcome is relatively less! And many other ...Full ReviewThe game is beautifully designed. However, after playing it for while I found it repetitive and boring. On top of that, why it has to be connected to the network to work? Does it collect information on my mobile phone!? Why when I use more honey-things the outcome is relatively less! And many other details missing. I decided to delete it after one day of playing."
"September 30, 2018",5,hunter carson," If I could give this game more than 5 stars, I would. Seriously this is the best game I have ever played in my life and I'm not even lying. The graphic is amazing, the butterflies are spectacular and every little things in this game are awesome. Thank you so much for creating this. Literally have sp...Full ReviewIf I could give this game more than 5 stars, I would. Seriously this is the best game I have ever played in my life and I'm not even lying. The graphic is amazing, the butterflies are spectacular and every little things in this game are awesome. Thank you so much for creating this. Literally have spent almost half of my day playing just this game. Guys, good job!"
"July 29, 2019",5,Matt M," enjoying this far more than i thought i would, only been playing for a day but i enjoy popping in to my butterflies every few hours"
"June 16, 2019",5,Bambi Bisschoff, very calm and peaceful game! loving every moment playing the game. so far i had no trouble with it in any manner.
"May 2, 2019",4,SeeAirUh Hadachek, the game its self its pretty beautifully done. its captivating and great way to learn your butterflies. the Ambient sounds however leave something to be desired. both this and the sister game have the same odd glitch in background music. That actually makes it seem quite ominous. i have taken to pla...Full Reviewthe game its self its pretty beautifully done. its captivating and great way to learn your butterflies. the Ambient sounds however leave something to be desired. both this and the sister game have the same odd glitch in background music. That actually makes it seem quite ominous. i have taken to playing with the sound off. wich is a bummer because i emjoy the birds chirping and chiming. fix this and ill leave 5 stars.
"March 24, 2019",2,Cherie O'Dell, I loved this game and spent more money than I'd like to admit on it. That's why I'm sad that it has the same flaw as all games made buy Runaway games. It will randomly set your progress back and not save it. What's worse is that I had a months worth of fireflies that I waited to use at the end of th...Full ReviewI loved this game and spent more money than I'd like to admit on it. That's why I'm sad that it has the same flaw as all games made buy Runaway games. It will randomly set your progress back and not save it. What's worse is that I had a months worth of fireflies that I waited to use at the end of the event. I woke up this morning and they all disappeared. There are no fireflies left for my frog and I had well over 20 left before I quit playing. Don't play games made by Runaway!!
"April 3, 2019",4,cupguin," This is a very mellow game that I usually check in with once or twice a day. On the surface it seems like any ""randomly collect digital images"" game there is a fair amount of strategy involved. I'm growing basic butterflies, completing butterflies from past events and planning for the next event at ...Full ReviewThis is a very mellow game that I usually check in with once or twice a day. On the surface it seems like any ""randomly collect digital images"" game there is a fair amount of strategy involved. I'm growing basic butterflies, completing butterflies from past events and planning for the next event at the moment. Deciding which butterflies with which abilities to focus on, and even to use them, makes life in your butterfly sanctuary more effecient it doesn't make things more stressful."
"April 13, 2019",4,Zadea T," lovely, informational, and quite relaxing to play. beautiful structure of ad integration — allowing me to choose to support the makers by watching videos, instead of forcing me to subject to gameplay interruption. I've had this game and it's sister (starlight) installed for less than a month, but I ...Full Reviewlovely, informational, and quite relaxing to play. beautiful structure of ad integration — allowing me to choose to support the makers by watching videos, instead of forcing me to subject to gameplay interruption. I've had this game and it's sister (starlight) installed for less than a month, but I love them both. the only downside here is that the only way to back up your game is through Facebook. which means when I inevitably have to retire this phone, I'm losing my save."
"October 31, 2018",5,Sandra White," I love this game! I don't say that to any devs. I always turn the music off on games because I absolutely hate it, but not this game ... the music is so relaxing. If I had to critique one thing I'd say give more frog treats please and more wildlife sounds please. But I do love this game."
"June 8, 2019",4,mochi choki," love the game. sometimes I have some minor glitches during new butterfly sets, but it seems to get repaired."
"April 3, 2019",5,A Google user," very fun to play lots to learn and do but is hard to level up in the game and expand the forest because of how much dew you need, to expand or use flowers it's a ridiculous amount and you can't get any of the helpful bees or bugs because you have to pay actual money which I'm not willing to pay so y...Full Reviewvery fun to play lots to learn and do but is hard to level up in the game and expand the forest because of how much dew you need, to expand or use flowers it's a ridiculous amount and you can't get any of the helpful bees or bugs because you have to pay actual money which I'm not willing to pay so you can't get certain butterflies or get different things for Michelle to wear because it's to expensive I wish they might make things be able to be bought with dew instead of flutterbucks."
"April 15, 2019",5,Jamie Lee VanAsdall," I love this app, I've been playing it for years. Every time I get another device I always make sure to download this app. The amazing bright colors really drew me in. I am in love with the fact that all the butterflies in the game are based upon actual species of butterflies in real life. Very educa...Full ReviewI love this app, I've been playing it for years. Every time I get another device I always make sure to download this app. The amazing bright colors really drew me in. I am in love with the fact that all the butterflies in the game are based upon actual species of butterflies in real life. Very educational!!"
"June 28, 2019",3,Angela Bellamy, I can't stand how difficulty it is to progress compaired to Starlight. Otherwise it's a beautiful game.
"May 8, 2019",5,Ashlyn Stenabaugh," It's a very goos game, it won't open the ourchasing menu so I contacted their support and they replied quickly and they were really nice and gave me 100 flutterbucks as a gift since I was experiencing this problem. Great customer support, good graphics, and their is always something to do, even if i...Full ReviewIt's a very goos game, it won't open the ourchasing menu so I contacted their support and they replied quickly and they were really nice and gave me 100 flutterbucks as a gift since I was experiencing this problem. Great customer support, good graphics, and their is always something to do, even if it's just collecting honeydew! Great job, devs, i'm proud of you! If you'd ever make a snake breeding game, i'd definitely try to buy some more stuff :)"
